"id","renewal","incentives"
649,0.897177975667879,0
81136,0.897177975667879,0
70762,0.897177975667879,0
53935,0.897177975667879,0
15476,0.897177975667879,0
64797,0.897177975667879,0
67412,0.897177975667879,0
44241,0.897177975667879,0
5069,0.897177975667879,0
16615,0.897177975667879,0
84281,0.897177975667879,0
82623,0.897177975667879,0
86475,0.079217780996786,0
68263,0.897177975667879,0
113135,0.897177975667879,0
45532,0.897177975667879,0
102161,0.897177975667879,0
84789,0.236017100106876,0
62398,0.897177975667879,0
70148,0.897177975667879,0
102487,0.897177975667879,0
100513,0.897177975667879,0
92702,0.897177975667879,0
25051,0.079217780996786,0
92920,0.897177975667879,0
25520,0.897177975667879,0
81869,0.897177975667879,0
75402,0.897177975667879,0
34053,0.079217780996786,0
21191,0.897177975667879,0
10864,0.897177975667879,0
6349,0.897177975667879,0
85213,0.897177975667879,0
17255,0.897177975667879,0
108351,0.079217780996786,0
51437,0.897177975667879,0
88629,0.897177975667879,0
85367,0.897177975667879,0
12313,0.897177975667879,0
71659,0.897177975667879,0
35142,0.897177975667879,0
62988,0.897177975667879,0
8793,0.897177975667879,0
11433,0.897177975667879,0
30586,0.897177975667879,0
53012,0.897177975667879,0
87924,0.897177975667879,0
106177,0.897177975667879,0
63058,0.897177975667879,0
99537,0.897177975667879,0
35336,0.897177975667879,0
78691,0.897177975667879,0
16161,0.897177975667879,0
94318,0.897177975667879,0
96583,0.897177975667879,0
104560,0.897177975667879,0
19638,0.897177975667879,0
26080,0.897177975667879,0
113482,0.897177975667879,0
82175,0.897177975667879,0
1239,0.897177975667879,0
32521,0.079217780996786,0
68529,0.897177975667879,0
38882,0.079217780996786,0
8299,0.897177975667879,0
98521,0.897177975667879,0
47257,0.897177975667879,0
42445,0.897177975667879,0
104700,0.897177975667879,0
109204,0.897177975667879,0
20138,0.079217780996786,0
28468,0.897177975667879,0
94964,0.079217780996786,0
59773,0.897177975667879,0
17261,0.897177975667879,0
9570,0.897177975667879,0
55159,0.079217780996786,0
82480,0.897177975667879,0
51225,0.079217780996786,0
53176,0.897177975667879,0
82883,0.897177975667879,0
63590,0.897177975667879,0
50906,0.079217780996786,0
21635,0.897177975667879,0
84000,0.897177975667879,0
79029,0.897177975667879,0
60256,0.897177975667879,0
110660,0.897177975667879,0
51023,0.897177975667879,0
99146,0.897177975667879,0
93878,0.897177975667879,0
93845,0.897177975667879,0
5364,0.079217780996786,0
106612,0.897177975667879,0
79928,0.897177975667879,0
94761,0.897177975667879,0
7126,0.897177975667879,0
82176,0.897177975667879,0
53475,0.079217780996786,0
88108,0.897177975667879,0
65166,0.897177975667879,0
65378,0.897177975667879,0
47119,0.897177975667879,0
64338,0.897177975667879,0
48872,0.897177975667879,0
26061,0.897177975667879,0
78191,0.897177975667879,0
108224,0.897177975667879,0
47646,0.897177975667879,0
63423,0.897177975667879,0
109453,0.897177975667879,0
43299,0.897177975667879,0
86879,0.897177975667879,0
51882,0.897177975667879,0
84497,0.079217780996786,0
19699,0.897177975667879,0
52164,0.897177975667879,0
36055,0.897177975667879,0
17844,0.897177975667879,0
12006,0.897177975667879,0
51731,0.897177975667879,0
101823,0.897177975667879,0
70611,0.897177975667879,0
57291,0.897177975667879,0
3315,0.897177975667879,0
6841,0.897177975667879,0
95636,0.897177975667879,0
89508,0.897177975667879,0
78357,0.897177975667879,0
30363,0.897177975667879,0
65880,0.897177975667879,0
79166,0.897177975667879,0
16883,0.897177975667879,0
19400,0.897177975667879,0
97846,0.897177975667879,0
35938,0.897177975667879,0
109739,0.897177975667879,0
7542,0.897177975667879,0
62506,0.897177975667879,0
106686,0.897177975667879,0
22500,0.897177975667879,0
73566,0.897177975667879,0
34462,0.897177975667879,0
109,0.897177975667879,0
82344,0.897177975667879,0
70324,0.897177975667879,0
47235,0.897177975667879,0
78355,0.897177975667879,0
97012,0.897177975667879,0
103271,0.897177975667879,0
54640,0.897177975667879,0
18452,0.897177975667879,0
80733,0.897177975667879,0
22069,0.897177975667879,0
63586,0.897177975667879,0
63069,0.897177975667879,0
66451,0.897177975667879,0
5163,0.897177975667879,0
6542,0.897177975667879,0
79333,0.897177975667879,0
8752,0.897177975667879,0
37396,0.897177975667879,0
27502,0.897177975667879,0
65597,0.897177975667879,0
50178,0.897177975667879,0
51709,0.897177975667879,0
32294,0.897177975667879,0
76360,0.897177975667879,0
51635,0.897177975667879,0
103391,0.079217780996786,0
59747,0.897177975667879,0
21498,0.897177975667879,0
18771,0.897177975667879,0
34501,0.897177975667879,0
77807,0.897177975667879,0
26350,0.897177975667879,0
105355,0.897177975667879,0
5469,0.897177975667879,0
23826,0.079217780996786,0
9399,0.897177975667879,0
44862,0.897177975667879,0
104114,0.897177975667879,0
20407,0.897177975667879,0
7541,0.897177975667879,0
72892,0.897177975667879,0
81994,0.897177975667879,0
111007,0.897177975667879,0
83350,0.897177975667879,0
55682,0.897177975667879,0
26680,0.897177975667879,0
109949,0.897177975667879,0
12482,0.897177975667879,0
108210,0.897177975667879,0
35717,0.897177975667879,0
74030,0.897177975667879,0
18407,0.897177975667879,0
113337,0.897177975667879,0
81673,0.897177975667879,0
80808,0.897177975667879,0
87300,0.897177975667879,0
113610,0.897177975667879,0
68221,0.897177975667879,0
32307,0.897177975667879,0
53974,0.897177975667879,0
80255,0.897177975667879,0
37547,0.897177975667879,0
